,id,lang,pred,gold,F1,EM,rel,origin
2297,9741,es, 1959,1959,1.0,1,death_year,en
2298,9741,fr, 1979,1959,0.0,0,death_year,en
2299,9741,ar, 1996,1959,0.0,0,death_year,en
2300,9741,he, 1965,1959,0.0,0,death_year,en
2301,9741,ru, 1946,1959,0.0,0,death_year,en
2302,8247,en, 1916,1970,0.0,0,birth_year,en
2303,8247,it, 1830,1970,0.0,0,birth_year,en
2304,8247,es, 1885,1970,0.0,0,birth_year,en
2305,8247,fr, 1785,1970,0.0,0,birth_year,en
2306,8247,ar, 1847,1970,0.0,0,birth_year,en
2307,8247,he, 1943,1970,0.0,0,birth_year,en
2308,8247,ru, 1882,1970,0.0,0,birth_year,en
2309,8993,en, 2021,2017,0.0,0,death_year,en
2310,8993,it, 2021,2017,0.0,0,death_year,en
2311,8993,es, 2022,2017,0.0,0,death_year,en
2312,8993,fr, 2017,2017,1.0,1,death_year,en
2313,8993,ar, 1971,2017,0.0,0,death_year,en
2314,8993,he,", 194",2017,0.0,0,death_year,en
2315,8993,ru, 1958,2017,0.0,0,death_year,en
2316,2712,en, Oxford,London,0.0,0,birth_city,en
2317,2712,it, Londra,Londra,1.0,1,birth_city,en
2318,2712,es, Bath,Londres,0.0,0,birth_city,en
2319,2712,fr, Dublin,Londres,0.0,0,birth_city,en
2320,2712,ar, نيو سيمس,لندن,0.0,0,birth_city,en
2321,2712,he, בוסטון ומא,לונדון,0.0,0,birth_city,en
2322,2712,ru, Нью-Йор,Лондон,0.0,0,birth_city,en
2323,11021,en, 1919,1947,0.0,0,death_year,en
2324,11021,it, 1925,1947,0.0,0,death_year,en
2325,11021,es, 1927,1947,0.0,0,death_year,en
2326,11021,fr, 2006,1947,0.0,0,death_year,en
2327,11021,ar, 1968,1947,0.0,0,death_year,en
2328,11021,he,ט 197,1947,0.0,0,death_year,en
2329,11021,ru, 1939,1947,0.0,0,death_year,en
2330,12240,en, association football,poker,0.0,0,sport_type,en
2331,12240,it, calcio,poker,0.0,0,sport_type,en
2332,12240,es, fútbol,póquer,0.0,0,sport_type,en
2333,12240,fr, football,poker,0.0,0,sport_type,en
2334,12240,ar, كرة السككال,بوكر,0.0,0,sport_type,en
2335,12240,he, כדורגל,פוקר,0.0,0,sport_type,en
2336,12240,ru, ралли,покер,0.0,0,sport_type,en
2337,8189,en, 1905,1890,0.0,0,birth_year,en
2338,8189,it, 1929,1890,0.0,0,birth_year,en
2339,8189,es, 1915,1890,0.0,0,birth_year,en
2340,8189,fr, 1897,1890,0.0,0,birth_year,en
2341,8189,ar, 1847,1890,0.0,0,birth_year,en
2342,8189,he, 1947,1890,0.0,0,birth_year,en
2343,8189,ru, 1903,1890,0.0,0,birth_year,en
2344,5598,en, 1926,1957,0.0,0,birth_year,en
2345,5598,it, 1857,1957,0.0,0,birth_year,en
2346,5598,es, 1865,1957,0.0,0,birth_year,en
2347,5598,fr, 1846,1957,0.0,0,birth_year,en
2348,5598,ar, 1853,1957,0.0,0,birth_year,en
2349,5598,he, 1866,1957,0.0,0,birth_year,en
2350,5598,ru, 1937,1957,0.0,0,birth_year,en
2351,4377,en, Regina,Toronto,0.0,0,birth_city,fr
2352,4377,it, Toronto,Toronto,1.0,1,birth_city,fr
2353,4377,es, Santa Mónica,Toronto,0.0,0,birth_city,fr
2354,4377,fr, Stratford,Toronto,0.0,0,birth_city,fr
2355,4377,ar, إدنبره في,تورونتو,0.0,0,birth_city,fr
2356,4377,he, ניו יורק,טורונטו,0.0,0,birth_city,fr
2357,4377,ru, Лос-Ан,Торонто,0.0,0,birth_city,fr
2358,9713,en, 1731,1731,1.0,1,death_year,en
2359,9713,it, 1731,1731,1.0,1,death_year,en
2360,9713,es, 1731,1731,1.0,1,death_year,en
2361,9713,fr, 1731,1731,1.0,1,death_year,en
2362,9713,ar, 1942,1731,0.0,0,death_year,en
2363,9713,he, 1952,1731,0.0,0,death_year,en
2364,9713,ru, 1731,1731,1.0,1,death_year,en
2365,1787,en, New York,Los Angeles,0.0,0,birth_city,en
2366,1787,it, Los Angeles,Los Angeles,1.0,1,birth_city,en
2367,1787,es, Los Ángeles,Los Ángeles,1.0,1,birth_city,en
2368,1787,fr, New York,Los Angeles,0.0,0,birth_city,en
2369,1787,ar, ماساتشوست,لوس أنجلوس,0.0,0,birth_city,en
2370,1787,he, פלורידה,לוס אנג'לס,0.0,0,birth_city,en
2371,1787,ru, Лос-Ан,Лос-Анджелес,0.0,0,birth_city,en
2372,9088,en, 1988,1988,1.0,1,death_year,en
2373,9088,it, 1988,1988,1.0,1,death_year,en
2374,9088,es, 1988,1988,1.0,1,death_year,en
2375,9088,fr, 1960,1988,0.0,0,death_year,en
2376,9088,ar, 1927,1988,0.0,0,death_year,en
2377,9088,he, 1929,1988,0.0,0,death_year,en
2378,9088,ru, 1969,1988,0.0,0,death_year,en
2379,3014,en, Navi Mumbai,Mexico City,0.0,0,birth_city,es
2380,3014,it, San Paolo,Città del Messico,0.0,0,birth_city,es
2381,3014,es," Rosario, Argentina",Ciudad de México,0.0,0,birth_city,es
2382,3014,fr, Rome,Mexico,0.0,0,birth_city,es
2383,3014,ar, بليز,مدينة مكسيكو,0.0,0,birth_city,es
2384,3014,he," סלאודführer,",מקסיקו סיטי,0.0,0,birth_city,es
2385,3014,ru, Копенгаг,Мехико,0.0,0,birth_city,es
2386,6016,en, 1894,1898,0.0,0,birth_year,en
2387,6016,it, 1878,1898,0.0,0,birth_year,en
2388,6016,es, 1894,1898,0.0,0,birth_year,en
2389,6016,fr, 1894,1898,0.0,0,birth_year,en
2390,6016,ar, 1851,1898,0.0,0,birth_year,en
2391,6016,he, 1875,1898,0.0,0,birth_year,en
2392,6016,ru, 1924,1898,0.0,0,birth_year,en
2393,1539,en, Buenos Aires,Buenos Aires,1.0,1,birth_city,es
2394,1539,it, Buenos Aires,Buenos Aires,1.0,1,birth_city,es
2395,1539,es," Montevideo, Uruguay",Buenos Aires,0.0,0,birth_city,es
2396,1539,fr, Buenos Aires,Buenos Aires,1.0,1,birth_city,es
2397,1539,ar, في,بوينس آيرس,0.0,0,birth_city,es
2398,1539,he, ב PuppyQuery,בואנוס איירס,0.0,0,birth_city,es
2399,1539,ru, Тоскана,Буэнос-Айрес,0.0,0,birth_city,es
2400,3025,en, Mexico City,Mexico City,1.0,1,birth_city,es
2401,3025,it," Toluca, nel",Città del Messico,0.0,0,birth_city,es
2402,3025,es, Valparaíso,Ciudad de México,0.0,0,birth_city,es
2403,3025,fr, Mexico City,Mexico,0.6666666666666666,0,birth_city,es
2404,3025,ar, نيو كاليفور,مدينة مكسيكو,0.0,0,birth_city,es
2405,3025,he,"נbury, חול",מקסיקו סיטי,0.0,0,birth_city,es
2406,3025,ru, Памплонас,Мехико,0.0,0,birth_city,es
2407,6052,en, 1919,1959,0.0,0,birth_year,en
2408,6052,it, 1910,1959,0.0,0,birth_year,en
2409,6052,es, 1857,1959,0.0,0,birth_year,en
2410,6052,fr, 1957,1959,0.0,0,birth_year,en
2411,6052,ar, 1947,1959,0.0,0,birth_year,en
2412,6052,he, 1962,1959,0.0,0,birth_year,en
2413,6052,ru, 1897,1959,0.0,0,birth_year,en
2414,10531,en, 1992,1976,0.0,0,death_year,fr
2415,10531,it, 1959,1976,0.0,0,death_year,fr
2416,10531,es, 1992,1976,0.0,0,death_year,fr
2417,10531,fr, 1941,1976,0.0,0,death_year,fr
2418,10531,ar, 1979,1976,0.0,0,death_year,fr
2419,10531,he, 1938,1976,0.0,0,death_year,fr
2420,10531,ru, 1969,1976,0.0,0,death_year,fr
2421,8721,en, 1962,1970,0.0,0,birth_year,en
2422,8721,it, 1880,1970,0.0,0,birth_year,en
2423,8721,es, 1961,1970,0.0,0,birth_year,en
2424,8721,fr, 1961,1970,0.0,0,birth_year,en
2425,8721,ar, 1886,1970,0.0,0,birth_year,en
2426,8721,he, 1958,1970,0.0,0,birth_year,en
2427,8721,ru, 1861,1970,0.0,0,birth_year,en
2428,2408,en, New York,London,0.0,0,birth_city,en
2429,2408,it," Varsavia, Pol",Londra,0.0,0,birth_city,en
2430,2408,es, Offenbach del Men,Londres,0.0,0,birth_city,en
2431,2408,fr, Cologne,Londres,0.0,0,birth_city,en
2432,2408,ar, تورونتو,لندن,0.0,0,birth_city,en
2433,2408,he," טורקיה,",לונדון,0.0,0,birth_city,en
2434,2408,ru, Техас,Лондон,0.0,0,birth_city,en
2435,577,en, Los Angeles,Los Angeles,1.0,1,birth_city,en
2436,577,it, Los Angeles,Los Angeles,1.0,1,birth_city,en
2437,577,es, Los Ángeles,Los Ángeles,1.0,1,birth_city,en
2438,577,fr, Los Angeles,Los Angeles,1.0,1,birth_city,en
2439,577,ar, سوتشي,لوس أنجلوس,0.0,0,birth_city,en
2440,577,he, ניו יורק,לוס אנג'לס,0.0,0,birth_city,en
2441,577,ru, Ганновер,Лос-Анджелес,0.0,0,birth_city,en
2442,7904,en, 1897,1877,0.0,0,birth_year,en
2443,7904,it, 1897,1877,0.0,0,birth_year,en
2444,7904,es, 1897,1877,0.0,0,birth_year,en
2445,7904,fr, 1897,1877,0.0,0,birth_year,en
2446,7904,ar, 1849,1877,0.0,0,birth_year,en
2447,7904,he, 1933,1877,0.0,0,birth_year,en
2448,7904,ru, 1855,1877,0.0,0,birth_year,en
2449,7524,en, 1936,1926,0.0,0,birth_year,en
2450,7524,it, 1891,1926,0.0,0,birth_year,en
2451,7524,es, 1939,1926,0.0,0,birth_year,en
2452,7524,fr, 1937,1926,0.0,0,birth_year,en
2453,7524,ar, 1912,1926,0.0,0,birth_year,en
2454,7524,he, 1864,1926,0.0,0,birth_year,en
2455,7524,ru, 1888,1926,0.0,0,birth_year,en
2456,9383,en, 1994,1995,0.0,0,death_year,he
2457,9383,it, 1953,1995,0.0,0,death_year,he
2458,9383,es, 1986,1995,0.0,0,death_year,he
2459,9383,fr, 2006,1995,0.0,0,death_year,he
2460,9383,ar, 1979,1995,0.0,0,death_year,he
2461,9383,he, 1992,1995,0.0,0,death_year,he
2462,9383,ru, 1989,1995,0.0,0,death_year,he
2463,8380,en, 1941,1950,0.0,0,birth_year,en
2464,8380,it, 1950,1950,1.0,1,birth_year,en
2465,8380,es, 1941,1950,0.0,0,birth_year,en
2466,8380,fr, 1941,1950,0.0,0,birth_year,en
2467,8380,ar, 1848,1950,0.0,0,birth_year,en
2468,8380,he, 1846,1950,0.0,0,birth_year,en
2469,8380,ru, 1972,1950,0.0,0,birth_year,en
2470,7899,en, 1842,1833,0.0,0,birth_year,en
2471,7899,it, 1833,1833,1.0,1,birth_year,en
2472,7899,es, 1833,1833,1.0,1,birth_year,en
2473,7899,fr, 1833,1833,1.0,1,birth_year,en
2474,7899,ar, 1846,1833,0.0,0,birth_year,en
2475,7899,he, 1852,1833,0.0,0,birth_year,en
2476,7899,ru, 1897,1833,0.0,0,birth_year,en
2477,5548,en, 1947,1927,0.0,0,birth_year,en
2478,5548,it, 1953,1927,0.0,0,birth_year,en
2479,5548,es, 1953,1927,0.0,0,birth_year,en
2480,5548,fr, 1954,1927,0.0,0,birth_year,en
2481,5548,ar, 1846,1927,0.0,0,birth_year,en
2482,5548,he, 1908,1927,0.0,0,birth_year,en
2483,5548,ru, 1971,1927,0.0,0,birth_year,en
2484,1885,en, Shanghai,Los Angeles,0.0,0,birth_city,en
2485,1885,it, Taipei,Los Angeles,0.0,0,birth_city,en
2486,1885,es, Hong Kong,Los Ángeles,0.0,0,birth_city,en
2487,1885,fr, Sacramento,Los Angeles,0.0,0,birth_city,en
2488,1885,ar, هامز,لوس أنجلوس,0.0,0,birth_city,en
2489,1885,he, ניו יורק,לוס אנג'לס,0.0,0,birth_city,en
2490,1885,ru, Лос-Ан,Лос-Анджелес,0.0,0,birth_city,en
2491,11573,en, Filippo Brunelleschi,Filippo Brunelleschi,1.0,1,architect_by,
2492,11573,it, Filippo Brunelleschi,Filippo Brunelleschi,1.0,1,architect_by,
2493,11573,es, Filippo Brunelleschi,Filippo Brunelleschi,1.0,1,architect_by,
2494,11573,fr, Arnolfo di Camb,Filippo Brunelleschi,0.0,0,architect_by,
2495,11573,ar, ومارتن كين,فيليبو برونليسكي,0.0,0,architect_by,
2496,11573,he, גוסמור בר,פיליפו ברונלסקי,0.0,0,architect_by,
2497,11573,ru, Роберто Л,Филиппо Брунеллески,0.0,0,architect_by,
2498,1757,en, Carmarthen,Los Angeles,0.0,0,birth_city,en
2499,1757,it, Wolverhampton,Los Angeles,0.0,0,birth_city,en
2500,1757,es, Barnsley,Los Ángeles,0.0,0,birth_city,en
2501,1757,fr, Natchez,Los Angeles,0.0,0,birth_city,en
2502,1757,ar, جنتاند أ,لوس أنجلوس,0.0,0,birth_city,en
2503,1757,he, ניו יורק,לוס אנג'לס,0.0,0,birth_city,en
2504,1757,ru," Эдмонтон,",Лос-Анджелес,0.0,0,birth_city,en
2505,36,en, San Francisco,San Francisco,1.0,1,birth_city,en
2506,36,it, San Francisco,San Francisco,1.0,1,birth_city,en
2507,36,es, San Francisco,San Francisco,1.0,1,birth_city,en
2508,36,fr, San Francisco,San Francisco,1.0,1,birth_city,en
2509,36,ar, سان فرانسي,سان فرانسيسكو,0.5,0,birth_city,en
2510,36,he, ניו יורק,סן פרנסיסקו,0.0,0,birth_city,en
2511,36,ru, Атланта,Сан-Франциско,0.0,0,birth_city,en
2512,2033,en, London,London,1.0,1,birth_city,en
2513,2033,it, Londra,Londra,1.0,1,birth_city,en
2514,2033,es, Manchester,Londres,0.0,0,birth_city,en
2515,2033,fr, Rochdale,Londres,0.0,0,birth_city,en
2516,2033,ar, لندن,لندن,1.0,1,birth_city,en
2517,2033,he, רואונ,לונדון,0.0,0,birth_city,en
2518,2033,ru," Бруклин, Н",Лондон,0.0,0,birth_city,en
2519,8394,en, 1897,1943,0.0,0,birth_year,en
2520,8394,it, 1904,1943,0.0,0,birth_year,en
2521,8394,es, 1933,1943,0.0,0,birth_year,en
2522,8394,fr, 1835,1943,0.0,0,birth_year,en
2523,8394,ar, 1847,1943,0.0,0,birth_year,en
2524,8394,he, 1897,1943,0.0,0,birth_year,en
2525,8394,ru, 1905,1943,0.0,0,birth_year,en
2526,4817,en, Tel Aviv,Tel Aviv,1.0,1,birth_city,he
2527,4817,it, Jerusalem,Tel Aviv,0.0,0,birth_city,he
2528,4817,es, Tel Aviv,Tel Aviv,1.0,1,birth_city,he
2529,4817,fr, New York,Tel Aviv,0.0,0,birth_city,he
2530,4817,ar, نيويورك,تل أبيب,0.0,0,birth_city,he
2531,4817,he, קרנברג,תל אביב-יפו,0.0,0,birth_city,he
2532,4817,ru, Гавана,Тель-Авив,0.0,0,birth_city,he
2533,3188,en, Northampton,London,0.0,0,birth_city,en
2534,3188,it, Wellingborough,Londra,0.0,0,birth_city,en
2535,3188,es, Coventry,Londres,0.0,0,birth_city,en
2536,3188,fr, Ely,Londres,0.0,0,birth_city,en
2537,3188,ar, نيو جورج,لندن,0.0,0,birth_city,en
2538,3188,he, שמוריה,לונדון,0.0,0,birth_city,en
2539,3188,ru, Уэстбрук,Лондон,0.0,0,birth_city,en
2540,9404,en, 1996,1999,0.0,0,death_year,en
2541,9404,it, 1999,1999,1.0,1,death_year,en
2542,9404,es, 1999,1999,1.0,1,death_year,en
2543,9404,fr, 2016,1999,0.0,0,death_year,en
2544,9404,ar, 1953,1999,0.0,0,death_year,en
2545,9404,he, 1933,1999,0.0,0,death_year,en
2546,9404,ru, 1946,1999,0.0,0,death_year,en
2547,7446,en, 1926,1964,0.0,0,birth_year,en
2548,7446,it, 1962,1964,0.0,0,birth_year,en
2549,7446,es, 1957,1964,0.0,0,birth_year,en
2550,7446,fr, 1965,1964,0.0,0,birth_year,en
2551,7446,ar, 1848,1964,0.0,0,birth_year,en
2552,7446,he, 1907,1964,0.0,0,birth_year,en
2553,7446,ru, 1948,1964,0.0,0,birth_year,en
2554,5115,en, Montreal,Bethlehem,0.0,0,birth_city,ar
2555,5115,it, La Spezia,Betlemme,0.0,0,birth_city,ar
2556,5115,es, Seattle,Belén,0.0,0,birth_city,ar
2557,5115,fr, Pasadena,Bethléem,0.0,0,birth_city,ar
2558,5115,ar, توكاليفور,بيت لحم,0.0,0,birth_city,ar
2559,5115,he, פג'ס המ,בית לחם,0.0,0,birth_city,ar
2560,5115,ru, Девон,Вифлеем,0.0,0,birth_city,ar
2561,5509,en, 1957,1952,0.0,0,birth_year,en
2562,5509,it, 1963,1952,0.0,0,birth_year,en
2563,5509,es, 1916,1952,0.0,0,birth_year,en
2564,5509,fr, 1876,1952,0.0,0,birth_year,en
2565,5509,ar, 1911,1952,0.0,0,birth_year,en
2566,5509,he, 1945,1952,0.0,0,birth_year,en
2567,5509,ru, 1890,1952,0.0,0,birth_year,en
2568,11811,en, Max Abramovitz,Michael Graves,0.0,0,architect_by,
2569,11811,it, e industrialista di orig,Michael Graves,0.0,0,architect_by,
2570,11811,es, Albert Kahn,Michael Graves,0.0,0,architect_by,
2571,11811,fr, Albert Kahn,Michael Graves,0.0,0,architect_by,
2572,11811,ar, ريتشارد ب,مايكل غرافيس,0.0,0,architect_by,
2573,11811,he, היליקס,מייקל גרייבס,0.0,0,architect_by,
2574,11811,ru, Ричардом,Майкл Грейвс,0.0,0,architect_by,
2575,4656,en, Paris,Toronto,0.0,0,birth_city,en
2576,4656,it, Londra,Toronto,0.0,0,birth_city,en
2577,4656,es, Tel Aviv,Toronto,0.0,0,birth_city,en
2578,4656,fr, Londres,Toronto,0.0,0,birth_city,en
2579,4656,ar, بان ultimo,تورونتو,0.0,0,birth_city,en
2580,4656,he, סקוטランド,טורונטו,0.0,0,birth_city,en
2581,4656,ru, Бруклин,Торонто,0.0,0,birth_city,en
2582,3070,en, San Francisco,London,0.0,0,birth_city,en
2583,3070,it, London,Londra,0.0,0,birth_city,en
2584,3070,es," Columbus, Ohio",Londres,0.0,0,birth_city,en
2585,3070,fr, Long Beach,Londres,0.0,0,birth_city,en
2586,3070,ar, غريني وanganese,لندن,0.0,0,birth_city,en
2587,3070,he," השוותק,",לונדון,0.0,0,birth_city,en
2588,3070,ru, Остин,Лондон,0.0,0,birth_city,en
2589,10503,en, 1991,1914,0.0,0,death_year,en
2590,10503,it, 1910,1914,0.0,0,death_year,en
2591,10503,es, 1926,1914,0.0,0,death_year,en
2592,10503,fr, 1991,1914,0.0,0,death_year,en
2593,10503,ar, 1994,1914,0.0,0,death_year,en
2594,10503,he, 1906,1914,0.0,0,death_year,en
2595,10503,ru, 1960,1914,0.0,0,death_year,en
2596,12697,en, auto racing,auto racing,1.0,1,sport_type,en
2597,12697,it, Formula Uno,automobilismo,0.0,0,sport_type,en
2598,12697,es, automovilismo,automovilismo,1.0,1,sport_type,en
2599,12697,fr, football,sport automobile,0.0,0,sport_type,en
2600,12697,ar, كرة القدم,سباق سيارات,0.0,0,sport_type,en
2601,12697,he, כדורגל,מרוץ מכוניות,0.0,0,sport_type,en
2602,12697,ru, волейболом,автоспорт,0.0,0,sport_type,en
2603,4562,en, Chicago,Limón,0.0,0,birth_city,es
2604,4562,it, Boston,Limón,0.0,0,birth_city,es
2605,4562,es," Taupo, Nueva",Limón,0.0,0,birth_city,es
2606,4562,fr, Colchester,Puerto Limón,0.0,0,birth_city,es
2607,4562,ar, استيencia,ليمون، كوستاريكا,0.0,0,birth_city,es
2608,4562,he,紐約市。Jake,לימון,0.0,0,birth_city,es
2609,4562,ru, Глазго,Лимон,0.0,0,birth_city,es
2610,4928,en, Cheshire,Toronto,0.0,0,birth_city,en
2611,4928,it, New York City,Toronto,0.0,0,birth_city,en
2612,4928,es, Nueva York,Toronto,0.0,0,birth_city,en
2613,4928,fr, Tampa,Toronto,0.0,0,birth_city,en
2614,4928,ar, تامين,تورونتو,0.0,0,birth_city,en
2615,4928,he,",filename: 1",טורונטו,0.0,0,birth_city,en
2616,4928,ru, Портленд,Торонто,0.0,0,birth_city,en
2617,3842,en, La Paz,Guatemala City,0.0,0,birth_city,es
2618,3842,it, Vienna,Città del Guatemala,0.0,0,birth_city,es
2619,3842,es, Hollywood,Ciudad de Guatemala,0.0,0,birth_city,es
2620,3842,fr, Moscou,Guatemala,0.0,0,birth_city,es
2621,3842,ar, فيل耐و,غواتيمالا العاصمة,0.0,0,birth_city,es
2622,3842,he," גר完成后, סבר",גואטמלה סיטי,0.0,0,birth_city,es
2623,3842,ru, Буэнос-,Гватемала,0.0,0,birth_city,es
2624,5947,en, 1980,1973,0.0,0,birth_year,en
2625,5947,it, 1976,1973,0.0,0,birth_year,en
2626,5947,es, 1977,1973,0.0,0,birth_year,en
2627,5947,fr, 1975,1973,0.0,0,birth_year,en
2628,5947,ar, 1847,1973,0.0,0,birth_year,en
2629,5947,he, 1886,1973,0.0,0,birth_year,en
2630,5947,ru, 1974,1973,0.0,0,birth_year,en
2631,9338,en, 1986,1978,0.0,0,death_year,en
2632,9338,it, 1978,1978,1.0,1,death_year,en
2633,9338,es, 1998,1978,0.0,0,death_year,en
2634,9338,fr, 2012,1978,0.0,0,death_year,en
2635,9338,ar, 1979,1978,0.0,0,death_year,en
2636,9338,he,יל 196,1978,0.0,0,death_year,en
2637,9338,ru, 1949,1978,0.0,0,death_year,en
2638,11034,en, 1945,2022,0.0,0,death_year,en
2639,11034,it, 1926,2022,0.0,0,death_year,en
2640,11034,es, 1964,2022,0.0,0,death_year,en
2641,11034,fr, 1979,2022,0.0,0,death_year,en
2642,11034,ar, 1976,2022,0.0,0,death_year,en
2643,11034,he, 1991,2022,0.0,0,death_year,en
2644,11034,ru, 1999,2022,0.0,0,death_year,en
2645,2022,en, London,London,1.0,1,birth_city,en
2646,2022,it," Paddington, Londra",Londra,0.6666666666666666,0,birth_city,en
2647,2022,es, Londres,Londres,1.0,1,birth_city,en
2648,2022,fr, Glasgow,Londres,0.0,0,birth_city,en
2649,2022,ar, جاكرсет,لندن,0.0,0,birth_city,en
2650,2022,he, סקוטкажינ,לונדון,0.0,0,birth_city,en
2651,2022,ru, Олд-Г,Лондон,0.0,0,birth_city,en
2652,4063,en, Rome,Alexandria,0.0,0,birth_city,ar
2653,4063,it, Alessandria,Alessandria d'Egitto,0.6666666666666666,0,birth_city,ar
2654,4063,es, Sición,Alejandría,0.0,0,birth_city,ar
2655,4063,fr, Athènes,Alexandrie,0.0,0,birth_city,ar
2656,4063,ar, نيويورك,الإسكندرية,0.0,0,birth_city,ar
2657,4063,he, קלוריניא,אלכסנדריה,0.0,0,birth_city,ar
2658,4063,ru," Берген, Г",Александрия,0.0,0,birth_city,ar
2659,4073,en, Melbourne,Alexandria,0.0,0,birth_city,ar
2660,4073,it, Sydney,Alessandria d'Egitto,0.0,0,birth_city,ar
2661,4073,es, Sydney,Alejandría,0.0,0,birth_city,ar
2662,4073,fr, Sydney,Alexandrie,0.0,0,birth_city,ar
2663,4073,ar, براينت ش,الإسكندرية,0.0,0,birth_city,ar
2664,4073,he, ניו יורק,אלכסנדריה,0.0,0,birth_city,ar
2665,4073,ru, Меридиан,Александрия,0.0,0,birth_city,ar
2666,11643,en, Pierre Cuypers,Gerrit Rietveld,0.0,0,architect_by,
2667,11643,it, Ben van Berkel del,Gerrit Rietveld,0.0,0,architect_by,
2668,11643,es, Renzo Piano,Gerrit Rietveld,0.0,0,architect_by,
2669,11643,fr, Ben van Berkel,Gerrit Rietveld,0.0,0,architect_by,
2670,11643,ar, كارلوس ر,غيريت ريتفيلد,0.0,0,architect_by,
2671,11643,he, ר澶ורולס,חריט ריטפלד,0.0,0,architect_by,
2672,11643,ru, Максвеллом К,Геррит Ритвельд,0.0,0,architect_by,
2673,1973,en, London,London,1.0,1,birth_city,en
2674,1973,it, Valenciennes,Londra,0.0,0,birth_city,en
2675,1973,es, Dublin,Londres,0.0,0,birth_city,en
2676,1973,fr, London,Londres,0.0,0,birth_city,en
2677,1973,ar, نوي,لندن,0.0,0,birth_city,en
2678,1973,he, ברונקסי,לונדון,0.0,0,birth_city,en
2679,1973,ru, Трумли,Лондон,0.0,0,birth_city,en
2680,3581,en, Brussels,Liège,0.0,0,birth_city,fr
2681,3581,it, Lille,Liegi,0.0,0,birth_city,fr
2682,3581,es, Lyon,Lieja,0.0,0,birth_city,fr
2683,3581,fr, New York,Liège,0.0,0,birth_city,fr
2684,3581,ar, أبو ظبي,لييج,0.0,0,birth_city,fr
2685,3581,he, ברוקלין,לייז',0.0,0,birth_city,fr
2686,3581,ru, Белфаст,Льеж,0.0,0,birth_city,fr
2687,10405,en, 1933,1933,1.0,1,death_year,ar
2688,10405,it, 1941,1933,0.0,0,death_year,ar
2689,10405,es, 1944,1933,0.0,0,death_year,ar
2690,10405,fr, 1933,1933,1.0,1,death_year,ar
2691,10405,ar, 1988,1933,0.0,0,death_year,ar
2692,10405,he,"tors, 19",1933,0.0,0,death_year,ar
2693,10405,ru, 1977,1933,0.0,0,death_year,ar
2694,3553,en, London,London,1.0,1,birth_city,en
2695,3553,it," Edinburgh, in Scozia",Londra,0.0,0,birth_city,en
2696,3553,es, Leicester,Londres,0.0,0,birth_city,en
2697,3553,fr, Manchester,Londres,0.0,0,birth_city,en
2698,3553,ar, لندن,لندن,1.0,1,birth_city,en
2699,3553,he," פרומス, נ",לונדון,0.0,0,birth_city,en
2700,3553,ru, Гейнсб,Лондон,0.0,0,birth_city,en
2701,5293,en, Dublin,Manchester,0.0,0,birth_city,en
2702,5293,it, Cork,Manchester,0.0,0,birth_city,en
2703,5293,es, Nueva York,Mánchester,0.0,0,birth_city,en
2704,5293,fr, Limerick,Manchester,0.0,0,birth_city,en
2705,5293,ar, بارسون,مانشستر,0.0,0,birth_city,en
2706,5293,he," פרה        
        
        
#酽",מנצ'סטר,0.0,0,birth_city,en
2707,5293,ru, Бостон,Манчестер,0.0,0,birth_city,en
2708,8191,en, 1914,1927,0.0,0,birth_year,en
2709,8191,it, 1923,1927,0.0,0,birth_year,en
2710,8191,es, 1924,1927,0.0,0,birth_year,en
2711,8191,fr, 1927,1927,1.0,1,birth_year,en
2712,8191,ar, 1901,1927,0.0,0,birth_year,en
2713,8191,he, 1941,1927,0.0,0,birth_year,en
2714,8191,ru, 1975,1927,0.0,0,birth_year,en
2715,5677,en, 1936,2005,0.0,0,birth_year,en
2716,5677,it, 1880,2005,0.0,0,birth_year,en
2717,5677,es, 1967,2005,0.0,0,birth_year,en
2718,5677,fr, 1962,2005,0.0,0,birth_year,en
2719,5677,ar, 1849,2005,0.0,0,birth_year,en
2720,5677,he, 1909,2005,0.0,0,birth_year,en
2721,5677,ru, 1965,2005,0.0,0,birth_year,en
2722,9416,en, 1958,2012,0.0,0,death_year,en
2723,9416,it, 1920,2012,0.0,0,death_year,en
2724,9416,es, 1983,2012,0.0,0,death_year,en
2725,9416,fr, 1984,2012,0.0,0,death_year,en
2726,9416,ar, 1931,2012,0.0,0,death_year,en
2727,9416,he, 1970,2012,0.0,0,death_year,en
2728,9416,ru, 1944,2012,0.0,0,death_year,en
2729,8221,en, 1944,1930,0.0,0,birth_year,en
2730,8221,it, 1943,1930,0.0,0,birth_year,en
2731,8221,es, 1940,1930,0.0,0,birth_year,en
2732,8221,fr, 1938,1930,0.0,0,birth_year,en
2733,8221,ar, 1847,1930,0.0,0,birth_year,en
2734,8221,he, 1941,1930,0.0,0,birth_year,en
2735,8221,ru, 1959,1930,0.0,0,birth_year,en
2736,10847,en, 1974,2015,0.0,0,death_year,en
2737,10847,it, 1974,2015,0.0,0,death_year,en
2738,10847,es, 1995,2015,0.0,0,death_year,en
2739,10847,fr, 1996,2015,0.0,0,death_year,en
2740,10847,ar, 1943,2015,0.0,0,death_year,en
2741,10847,he, 1997,2015,0.0,0,death_year,en
2742,10847,ru, 1991,2015,0.0,0,death_year,en
2743,4152,en, Newport,Canterbury,0.0,0,birth_city,en
