id,lang,pred,gold,F1,EM
119,es,-------,San Francisco,0.0,0
119,fr, New York,San Francisco,0.0,0
119,ar,اريزونا,سان فرانسيسكو,0.0,0
119,he, אנג'ל,סן פרנסיסקו,0.0,0
119,ru,южного Си,Сан-Франциско,0.0,0
1538,en, Buenos Aires,Buenos Aires,1.0,1
1538,it, Roma,Buenos Aires,0.0,0
1538,es,,Buenos Aires,0.0,0
1538,fr, Buenos Aires,Buenos Aires,1.0,1
1538,ar,اريزونا,بوينس آيرس,0.0,0
1538,he, אנג'ל,בואנוס איירס,0.0,0
1538,ru,южного Си,Буэнос-Айрес,0.0,0
6989,en, in the year  in,1964,0.0,0
6989,it, anno  1935,1964,0.0,0
6989,es, en Israel,1964,0.0,0
6989,fr, 1943,1964,0.0,0
6989,ar, 1942,1964,0.0,0
6989,he, 1784,1964,0.0,0
6989,ru, 1771,1964,0.0,0
7973,en, 1784,1964,0.0,0
7973,it, 1784,1964,0.0,0
7973,es, 1787,1964,0.0,0
7973,fr, 1784,1964,0.0,0
7973,ar, 1771,1964,0.0,0
7973,he, 1784,1964,0.0,0
7973,ru, 1787,1964,0.0,0
6849,en, 1943,1975,0.0,0
6849,it, 1943,1975,0.0,0
6849,es,,1975,0.0,0
6849,fr, 1943,1975,0.0,0
6849,ar, 1930,1975,0.0,0
6849,he, 1784,1975,0.0,0
6849,ru, 1787,1975,0.0,0
1784,en, New York,Los Angeles,0.0,0
1784,it, New York,Los Angeles,0.0,0
1784,es,ubling,Los Ángeles,0.0,0
1784,fr, New York,Los Angeles,0.0,0
1784,ar,ڤيينا,لوس أنجلوس,0.0,0
1784,he, אנג'ל,לוס אנג'לס,0.0,0
1784,ru,южного Си,Лос-Анджелес,0.0,0
6531,en, 1784,1926,0.0,0
6531,it, 1740,1926,0.0,0
6531,es, 1592,1926,0.0,0
6531,fr, 1692,1926,0.0,0
6531,ar, 1328,1926,0.0,0
6531,he, 1784,1926,0.0,0
6531,ru, 1787,1926,0.0,0
7132,en, 1787,1953,0.0,0
7132,it, 1753,1953,0.0,0
7132,es,,1953,0.0,0
7132,fr, 1943,1953,0.0,0
7132,ar, 1942,1953,0.0,0
7132,he, 1784,1953,0.0,0
7132,ru, 1771,1953,0.0,0
7917,en, 1950,1958,0.0,0
7917,it, 1930,1958,0.0,0
7917,es, de 1930,1958,0.0,0
7917,fr, 1943,1958,0.0,0
7917,ar, 1942,1958,0.0,0
7917,he, 1784,1958,0.0,0
7917,ru, 1787,1958,0.0,0
6255,en, 1784,1793,0.0,0
6255,it, 1778,1793,0.0,0
6255,es, 1781,1793,0.0,0
6255,fr, 1784,1793,0.0,0
6255,ar, 1778,1793,0.0,0
6255,he, 1784,1793,0.0,0
6255,ru, 1771,1793,0.0,0
7715,en, 1955,1956,0.0,0
7715,it, 1772,1956,0.0,0
7715,es,,1956,0.0,0
7715,fr, 1692,1956,0.0,0
7715,ar, 1942,1956,0.0,0
7715,he, 1784,1956,0.0,0
7715,ru, 1787,1956,0.0,0
6224,en, 1936,1931,0.0,0
6224,it, 1927,1931,0.0,0
6224,es,</s>,1931,0.0,0
6224,fr, 1936,1931,0.0,0
6224,ar, 1771,1931,0.0,0
6224,he, 1784,1931,0.0,0
6224,ru, 1771,1931,0.0,0
4437,en, New York,Toronto,0.0,0
4437,it, Rio de Janeiro,Toronto,0.0,0
4437,es,,Toronto,0.0,0
4437,fr, New York,Toronto,0.0,0
4437,ar,اريزونا,تورونتو,0.0,0
4437,he, לוס אנ,טורונטו,0.0,0
4437,ru,южного Си,Торонто,0.0,0
11956,en, Sir Christopher Wren,Charles Barry,0.0,0
11956,it, Sir Christopher Wren,Charles Barry,0.0,0
11956,es,erstwhile Sir Christopher W,Charles Barry,0.0,0
11956,fr, Christopher Wren,Charles Barry,0.0,0
11956,ar,اريك ماثيو,تشارلز باري,0.0,0
11956,he, דרוש,צ'ארלס ברי,0.0,0
11956,ru,южно-с,Чарльз Бэрри,0.0,0
12950,en, rugby league,ice hockey,0.0,0
12950,it, calcio,hockey su ghiaccio,0.0,0
12950,es, fútbol americano,hockey sobre hielo,0.0,0
12950,fr, football américain,hockey sur glace,0.0,0
12950,ar, كرة القدم,هوكي الجليد,0.0,0
12950,he, כדורגל,הוקי קרח,0.0,0
12950,ru,циклично,хоккей с шайбой,0.0,0
11287,en, Antarctica,Asia,0.0,0
11287,it, Antartide,Asia,0.0,0
11287,es, Antártida,Asia,0.0,0
11287,fr, Antarctique,Asie,0.0,0
11287,ar, القارة القطبية الجنوبية,آسيا,0.0,0
11287,he, אנטאר,אסיה,0.0,0
11287,ru, Антаркти,Азия,0.0,0
12724,en, cricket,association football,0.0,0
12724,it, calcio,calcio,1.0,1
12724,es, fútbol,fútbol,1.0,1
12724,fr, football,football,1.0,1
12724,ar, كرة القدم,كرة القدم,1.0,1
12724,he, כדורגל,כדורגל,1.0,1
12724,ru,циклично,футбол,0.0,0
676,en, New York,Los Angeles,0.0,0
676,it, New York,Los Angeles,0.0,0
676,es,-------,Los Ángeles,0.0,0
676,fr, New York,Los Angeles,0.0,0
676,ar,ڤيينا,لوس أنجلوس,0.0,0
676,he, אנג'ל,לוס אנג'לס,0.0,0
676,ru,южного Лон,Лос-Анджелес,0.0,0
11253,en, Antarctica,Asia,0.0,0
11253,it, Indonesia,Asia,0.0,0
11253,es, Antártida,Asia,0.0,0
11253,fr, Antarctique,Asie,0.0,0
11253,ar, القارة القطبية الجنوبية,آسيا,0.0,0
11253,he, אנטאר,אסיה,0.0,0
11253,ru, Антаркти,Азия,0.0,0
6112,en, in the year  in,1981,0.0,0
6112,it, anno  del  anno,1981,0.0,0
6112,es, de la era común,1981,0.0,0
6112,fr, 1943,1981,0.0,0
6112,ar, 1942,1981,0.0,0
6112,he, 1784,1981,0.0,0
6112,ru, 1771,1981,0.0,0
10030,en, 1928,2019,0.0,0
10030,it, 1927,2019,0.0,0
10030,es, en el año  en,2019,0.0,0
10030,fr, 2006,2019,0.0,0
10030,ar, عام  عام  عام,2019,0.0,0
10030,he, ביל קו�,2019,0.0,0
10030,ru, 1997,2019,0.0,0
7819,en, 1787,1959,0.0,0
7819,it, 1784,1959,0.0,0
7819,es, de la era común,1959,0.0,0
7819,fr, 1784,1959,0.0,0
7819,ar, 1784,1959,0.0,0
7819,he, 1784,1959,0.0,0
7819,ru, 1771,1959,0.0,0
9280,en, 1974,2014,0.0,0
9280,it, 1972,2014,0.0,0
9280,es, 1974,2014,0.0,0
9280,fr, 1970,2014,0.0,0
9280,ar, 1930,2014,0.0,0
9280,he, די סט,2014,0.0,0
9280,ru, 1929,2014,0.0,0
13003,en, rugby league,association football,0.0,0
13003,it, calcio,calcio,1.0,1
13003,es, fútbol,fútbol,1.0,1
13003,fr, football américain,football,0.6666666666666666,0
13003,ar, كرة القدم,كرة القدم,1.0,1
13003,he, כדורגל,כדורגל,1.0,1
13003,ru,циклично,футбол,0.0,0
10371,en, 1392,1930,0.0,0
10371,it, 1392,1930,0.0,0
10371,es, 1405,1930,0.0,0
10371,fr, 1392,1930,0.0,0
10371,ar, 1380 هـ,1930,0.0,0
10371,he, ביל קו�,1930,0.0,0
10371,ru, 1370,1930,0.0,0
2445,en, London,London,1.0,1
2445,it, New York,Londra,0.0,0
2445,es,ublin,Londres,0.0,0
2445,fr, Londres,Londres,1.0,1
2445,ar,ڤيلادلفيا,لندن,0.0,0
2445,he, אנג'ל,לונדון,0.0,0
2445,ru,южного Лон,Лондон,0.0,0
6376,en, 1784,1908,0.0,0
6376,it, 1778,1908,0.0,0
6376,es, de 1590,1908,0.0,0
6376,fr, 1784,1908,0.0,0
6376,ar, 1930,1908,0.0,0
6376,he, 1784,1908,0.0,0
6376,ru, 1787,1908,0.0,0
11571,en, Norman Foster,Carlo Weber,0.0,0
11571,it, Santiago Calatrava,Carlo Weber,0.0,0
11571,es,uerbeckés Hermann Til,Carlo Weber,0.0,0
11571,fr, Hermann Tilke,Carlo Weber,0.0,0
11571,ar,اريك فونت,كارلو ويبر,0.0,0
11571,ru,южного стра,Карло Вебер,0.0,0
5510,en, 1784,1991,0.0,0
5510,it, anno  del  anno,1991,0.0,0
5510,es, en el año  en,1991,0.0,0
5510,fr, 1784,1991,0.0,0
5510,ar, 1942,1991,0.0,0
5510,he, 1784,1991,0.0,0
5510,ru, 1787,1991,0.0,0
10112,en, 1928,1908,0.0,0
10112,it, 1927,1908,0.0,0
10112,es, en el año  en,1908,0.0,0
10112,fr, 1987,1908,0.0,0
10112,ar, 1929,1908,0.0,0
10112,he, ביל קו�,1908,0.0,0
10112,ru, 1787,1908,0.0,0
8390,en, 1771,1963,0.0,0
8390,it, 1771,1963,0.0,0
8390,es, de la era común,1963,0.0,0
8390,fr, 1759,1963,0.0,0
8390,ar, 1771,1963,0.0,0
8390,he, 1784,1963,0.0,0
8390,ru, 1771,1963,0.0,0
11638,en, Norman Foster,Christopher Wren,0.0,0
11638,it, Francesco Borromini,Christopher Wren,0.0,0
11638,es,ortofrase,Christopher Wren,0.0,0
11638,fr, Norman Foster,Christopher Wren,0.0,0
11638,ar,اريك فونتانا,كريستوفر رن,0.0,0
11638,he, רומר,כריסטופר רן,0.0,0
11638,ru,южного Пав,Кристофер Рен,0.0,0
7926,en, 1769,1971,0.0,0
7926,it, 1769,1971,0.0,0
7926,es,卒年不详,1971,0.0,0
7926,fr, 1626,1971,0.0,0
7926,ar, 1942,1971,0.0,0
7926,he, 1933,1971,0.0,0
7926,ru, 1787,1971,0.0,0
5716,en, 1784,1905,0.0,0
5716,it, 1933,1905,0.0,0
5716,es, de 1845,1905,0.0,0
5716,fr, 1784,1905,0.0,0
5716,ar, 1930,1905,0.0,0
5716,he, 1784,1905,0.0,0
5716,ru, 1787,1905,0.0,0
4993,en, Los Angeles,Toronto,0.0,0
4993,it, New York,Toronto,0.0,0
4993,es,,Toronto,0.0,0
4993,fr, New York,Toronto,0.0,0
4993,ar,ڤيينا,تورونتو,0.0,0
4993,he, אנג'ל,טורונטו,0.0,0
4993,ru,южного Лон,Торонто,0.0,0
682,en, New York,Los Angeles,0.0,0
682,it, New York,Los Angeles,0.0,0
682,es,-------,Los Ángeles,0.0,0
682,fr, Manchester,Los Angeles,0.0,0
682,ar,ڤيلادلفيا,لوس أنجلوس,0.0,0
682,he, אנג'ל,לוס אנג'לס,0.0,0
682,ru,южного Си,Лос-Анджелес,0.0,0
11375,en, Santiago Calatrava,Le Corbusier,0.0,0
11375,it, Frank Gehry,Le Corbusier,0.0,0
11375,es,uergo,Le Corbusier,0.0,0
11375,fr, Santiago Calatrava Valls,Le Corbusier,0.0,0
11375,ar,اريك ماثيو,لو كوربوزييه,0.0,0
11375,he, אומות �,לה קורבוזיה,0.0,0
11375,ru,южного ок,Ле Корбюзье,0.0,0
514,en, Los Angeles,Los Angeles,1.0,1
514,it, New York,Los Angeles,0.0,0
514,es,-------,Los Ángeles,0.0,0
514,fr, New York,Los Angeles,0.0,0
514,ar,اريزونا,لوس أنجلوس,0.0,0
514,he, אנג'ל,לוס אנג'לס,0.0,0
514,ru,южного Лон,Лос-Анджелес,0.0,0
11261,en, Antarctica,Asia,0.0,0
11261,it, Indonesia,Asia,0.0,0
11261,es, Antártida,Asia,0.0,0
11261,fr, Antarctique,Asie,0.0,0
11261,ar, القارة القطبية الجنوبية,آسيا,0.0,0
11261,he, אנטאר,אסיה,0.0,0
11261,ru, Антаркти,Азия,0.0,0
12595,en, soccer,association football,0.0,0
12595,it, calcio,calcio,1.0,1
12595,es, fútbol,fútbol,1.0,1
12595,fr, football,football,1.0,1
12595,ar, كرة القدم,كرة القدم,1.0,1
12595,he, כדורגל,כדורגל,1.0,1
12595,ru,циклично,футбол,0.0,0
12,en, New York,San Francisco,0.0,0
12,it, New York,San Francisco,0.0,0
12,es,-------,San Francisco,0.0,0
12,fr, New York,San Francisco,0.0,0
12,ar,اريزونا,سان فرانسيسكو,0.0,0
12,he, אנג'ל,סן פרנסיסקו,0.0,0
12,ru,южного Лон,Сан-Франциско,0.0,0
10295,en, 1920,1939,0.0,0
10295,it, 1927,1939,0.0,0
10295,es, en el año  en,1939,0.0,0
10295,fr, 1986,1939,0.0,0
10295,ar, 1930,1939,0.0,0
10295,he, ביל קו�,1939,0.0,0
10295,ru, 1997,1939,0.0,0
10639,en, 1920,1975,0.0,0
10639,it, 1927,1975,0.0,0
10639,es,</s>,1975,0.0,0
10639,fr, 1955,1975,0.0,0
10639,ar, 1930,1975,0.0,0
10639,he, רבינה,1975,0.0,0
10639,ru, 1997,1975,0.0,0
844,en, New York,Los Angeles,0.0,0
844,it, New York,Los Angeles,0.0,0
844,es,-------,Los Ángeles,0.0,0
844,fr, New York,Los Angeles,0.0,0
844,ar,اريزونا,لوس أنجلوس,0.0,0
844,he, אנג'ל,לוס אנג'לס,0.0,0
844,ru,южного Лон,Лос-Анджелес,0.0,0
3712,en, New York,Glasgow,0.0,0
3712,it, Glasgow,Glasgow,1.0,1
3712,es,ublin,Glasgow,0.0,0
3712,fr, New York,Glasgow,0.0,0
3712,ar,اريزونا,غلاسكو,0.0,0
3712,he, אנג'ל,גלאזגו,0.0,0
3712,ru,южного Си,Глазго,0.0,0
12276,en, basketball,athletics,0.0,0
12276,it, calcio,atletica leggera,0.0,0
12276,es, fútbol,atletismo,0.0,0
12276,fr, football américain,athlétisme,0.0,0
12276,ar, كرة القدم,ألعاب القوى,0.0,0
12276,he, כדורגל,אתלטיקה,0.0,0
12276,ru,циклично,лёгкая атлетика,0.0,0
4074,en, New York,Alexandria,0.0,0
4074,it,</s>,Alessandria d'Egitto,0.0,0
4074,es,istanbul,Alejandría,0.0,0
4074,fr, Beyrouth,Alexandrie,0.0,0
4074,ar,اريزونا,الإسكندرية,0.0,0
4074,he, לוס אנ,אלכסנדריה,0.0,0
4074,ru,южного Си,Александрия,0.0,0
9569,en, 2006,2005,0.0,0
9569,it, 2001,2005,0.0,0
9569,es,</s>,2005,0.0,0
9569,fr, 2006,2005,0.0,0
9569,ar, 1987,2005,0.0,0
9569,he, ביל קו�,2005,0.0,0
9569,ru, 1997,2005,0.0,0
3371,en, London,London,1.0,1
3371,it, New York,Londra,0.0,0
3371,es,ublin,Londres,0.0,0
3371,fr, Londres,Londres,1.0,1
3371,ar,ڤيينا,لندن,0.0,0
3371,he, לוס אנ,לונדון,0.0,0
3371,ru,южного Лон,Лондон,0.0,0
10739,en, 1928,2011,0.0,0
10739,it, 1927,2011,0.0,0
10739,es,</s>,2011,0.0,0
10739,fr, 2006,2011,0.0,0
10739,ar, عام  عام  عام,2011,0.0,0
10739,he, ביל קו�,2011,0.0,0
10739,ru, 1997,2011,0.0,0
4965,en, New York,Toronto,0.0,0
4965,it, New York,Toronto,0.0,0
4965,es,-------,Toronto,0.0,0
4965,fr, New York,Toronto,0.0,0
4965,ar,اريزونا,تورونتو,0.0,0
4965,he, לוס אנ,טורונטו,0.0,0
4965,ru,южного Лон,Торонто,0.0,0
7927,en, 1769,1971,0.0,0
7927,it, 1769,1971,0.0,0
7927,es,卒年不详,1971,0.0,0
7927,fr, 1626,1971,0.0,0
7927,ar, 1942,1971,0.0,0
7927,he, 1933,1971,0.0,0
7927,ru, 1787,1971,0.0,0
10406,en, 1928,1965,0.0,0
10406,it, 1927,1965,0.0,0
10406,es,</s>,1965,0.0,0
10406,fr, 2000,1965,0.0,0
10406,ar, 1942,1965,0.0,0
10406,he, ביל קו�,1965,0.0,0
10406,ru, 1997,1965,0.0,0
3933,en, Medina,Cairo,0.0,0
3933,it, Riyadh,Il Cairo,0.0,0
3933,es,ʿAmrān,El Cairo,0.0,0
3933,fr, Bagdad,Le Caire,0.0,0
3933,ar, الإسكندرية,القاهرة,0.0,0
3933,he, אנג'ל,קהיר,0.0,0
3933,ru,южного Си,Каир,0.0,0
3450,en, Abu Dhabi,Abu Dhabi,1.0,1
3450,it, Abu Dhabi,Abu Dhabi,1.0,1
3450,es,ʿAyn al Q,Abu Dhabi,0.0,0
3450,fr, Abu Dhabi,Abou Dabi,0.0,0
3450,ar, أبوظبي,أبو ظبي,0.0,0
3450,he, אנג'ל,אבו דאבי,0.0,0
3450,ru,южн Ми,Абу-Даби,0.0,0
7242,en, 1784,1996,0.0,0
7242,it, anno 1784,1996,0.0,0
7242,es, de 1845,1996,0.0,0
7242,fr, 1784,1996,0.0,0
7242,ar, 1857,1996,0.0,0
7242,he, 1784,1996,0.0,0
7242,ru, 1771,1996,0.0,0
11145,en, Antarctica,Europe,0.0,0
11145,it, Antartide,Europa,0.0,0
11145,es, Antártida,Europa,0.0,0
11145,fr, Antarctique,Europe,0.0,0
11145,ar, القارة القطبية الجنوبية,أوروبا,0.0,0
11145,he, אנטאר,אירופה,0.0,0
11145,ru, Антаркти,Европа,0.0,0
1623,en, New York,Buenos Aires,0.0,0
1623,it, Buenos Aires,Buenos Aires,1.0,1
1623,es,＜＞�,Buenos Aires,0.0,0
1623,fr, Buenos Aires,Buenos Aires,1.0,1
1623,ar,اريزونا,بوينس آيرس,0.0,0
1623,he, אנג'ל,בואנוס איירס,0.0,0
1623,ru,южного Си,Буэнос-Айрес,0.0,0
3998,en, New York,Glasgow,0.0,0
3998,it, New York,Glasgow,0.0,0
3998,es,-------,Glasgow,0.0,0
3998,fr, New York,Glasgow,0.0,0
3998,ar,اريزونا,غلاسكو,0.0,0
3998,he, אנג'ל,גלאזגו,0.0,0
3998,ru,южного Си,Глазго,0.0,0
12347,en, soccer,association football,0.0,0
12347,it, calcio,calcio,1.0,1
12347,es, fútbol,fútbol,1.0,1
12347,fr, football,football,1.0,1
12347,ar, كرة القدم,كرة القدم,1.0,1
12347,he, כדורגל,כדורגל,1.0,1
12347,ru,циклично,футбол,0.0,0
7965,en, 1755,1840,0.0,0
7965,it, 1764,1840,0.0,0
7965,es, 1764,1840,0.0,0
7965,fr, 1744,1840,0.0,0
7965,ar, 1764,1840,0.0,0
7965,he, 1784,1840,0.0,0
7965,ru, 1771,1840,0.0,0
10628,en, 1928,1998,0.0,0
10628,it, 1927,1998,0.0,0
10628,es, en el año  en,1998,0.0,0
10628,fr, 1904,1998,0.0,0
10628,ar, عام  عام  عام,1998,0.0,0
10628,he, רבה �,1998,0.0,0
10628,ru, 1787,1998,0.0,0
7506,en, 1787,1944,0.0,0
7506,it, anno  1845,1944,0.0,0
7506,es, de la era cristiana,1944,0.0,0
7506,fr, 1784,1944,0.0,0
7506,ar, 1942,1944,0.0,0
7506,he, 1933,1944,0.0,0
7506,ru, 1787,1944,0.0,0
7402,en, 1920,1862,0.0,0
7402,it, 1857,1862,0.0,0
7402,es, de 1845,1862,0.0,0
7402,fr, 1873,1862,0.0,0
7402,ar, 1942,1862,0.0,0
7402,he, 1784,1862,0.0,0
7402,ru, 1787,1862,0.0,0
574,en, New York,Los Angeles,0.0,0
574,it, New York,Los Angeles,0.0,0
574,es,-------,Los Ángeles,0.0,0
574,fr, New York,Los Angeles,0.0,0
574,ar,ڤيينا,لوس أنجلوس,0.0,0
574,he, אנג'ל,לוס אנג'לס,0.0,0
574,ru,южного Лон,Лос-Анджелес,0.0,0
12720,en, soccer,association football,0.0,0
12720,it, calcio,calcio,1.0,1
12720,es,udo,fútbol,0.0,0
12720,fr, football,football,1.0,1
12720,ar, كرة القدم,كرة القدم,1.0,1
12720,he, כדורגל,כדורגל,1.0,1
12720,ru,циклично,футбол,0.0,0
4889,en, Jerusalem,Tel Aviv,0.0,0
4889,it, Tel Aviv,Tel Aviv,1.0,1
4889,es,istanbul,Tel Aviv,0.0,0
4889,fr, Tel Aviv,Tel Aviv,1.0,1
4889,ar,ڤيينا,تل أبيب,0.0,0
4889,he, אנג'ל,תל אביב-יפו,0.0,0
4889,ru,южного Си,Тель-Авив,0.0,0
2931,en, New York,London,0.0,0
2931,it, New York,Londra,0.0,0
2931,es,istanbul,Londres,0.0,0
2931,fr, New York,Londres,0.0,0
2931,ar,ڤيينا,لندن,0.0,0
2931,he, אנג'ל,לונדון,0.0,0
2931,ru,южного Си,Лондон,0.0,0
4743,en, New York,Toronto,0.0,0
4743,it, New York,Toronto,0.0,0
4743,es,-------,Toronto,0.0,0
4743,fr, Londres,Toronto,0.0,0
4743,ar,اريزونا,تورونتو,0.0,0
4743,he, אנג'ל,טורונטו,0.0,0
4743,ru,южного Си,Торонто,0.0,0
8543,en, 1784,1555,0.0,0
8543,it, 1784,1555,0.0,0
8543,es, de 1845,1555,0.0,0
8543,fr, 1784,1555,0.0,0
8543,ar, 1771,1555,0.0,0
8543,he, 1784,1555,0.0,0
8543,ru, 1771,1555,0.0,0
11634,en, Mario Botta,Carlo Maderno,0.0,0
11634,it, Francesco Borromini,Carlo Maderno,0.0,0
11634,es,ortofratesco Norman,Carlo Maderno,0.0,0
11634,fr, Norman Foster,Carlo Maderno,0.0,0
11634,ar,اريك هوبكن,كارلو مادرنو,0.0,0
11634,he, איטלק,קרלו מאדרנו,0.0,0
11634,ru,южного гос,Карло Мадерна,0.0,0
302,en, Mumbai,Mumbai,1.0,1
302,it, Mumbai,Mumbai,1.0,1
302,es,,Bombay,0.0,0
302,fr, Mumbai,Bombay,0.0,0
302,ar,ڤيينا,مومباي,0.0,0
302,he, אנג'ל,מומבאי,0.0,0
302,ru,южного Си,Мумбаи,0.0,0
5036,en, New York,Durban,0.0,0
5036,it, New York,Durban,0.0,0
5036,es,-------,Durban,0.0,0
5036,fr, New York,Durban,0.0,0
5036,ar,اريزونا,ديربان,0.0,0
5036,he, אנג'ל,דרבן,0.0,0
5036,ru,южного Си,Дурбан,0.0,0
10801,en,</s>,2013,0.0,0
10801,it, 1931,2013,0.0,0
10801,es,</s>,2013,0.0,0
10801,fr, 1986,2013,0.0,0
10801,ar, 1930,2013,0.0,0
10801,he, ביל קו�,2013,0.0,0
10801,ru, 1997,2013,0.0,0
7161,en, 1787,1979,0.0,0
7161,it, 1784,1979,0.0,0
7161,es, de 1578,1979,0.0,0
7161,fr, 1784,1979,0.0,0
7161,ar, 1781,1979,0.0,0
7161,he, 1784,1979,0.0,0
7161,ru, 1787,1979,0.0,0
2017,en, London,London,1.0,1
2017,it, Manchester,Londra,0.0,0
2017,es,ublin,Londres,0.0,0
2017,fr, Manchester,Londres,0.0,0
2017,ar,اريزونا,لندن,0.0,0
2017,he, אנג'ל,לונדון,0.0,0
2017,ru,южного Си,Лондон,0.0,0
2924,en, New York,London,0.0,0
2924,it, New York,Londra,0.0,0
2924,es,uerzburg,Londres,0.0,0
2924,fr, New York,Londres,0.0,0
2924,ar,ڤيينا,لندن,0.0,0
2924,he, אנג'ל,לונדון,0.0,0
2924,ru,южного Су,Лондон,0.0,0
5023,en, Los Angeles,Toronto,0.0,0
5023,it, Los Angeles,Toronto,0.0,0
5023,es,-------,Toronto,0.0,0
5023,fr, Chicago,Toronto,0.0,0
5023,ar,اريزونا,تورونتو,0.0,0
5023,he, אנג'ל,טורונטו,0.0,0
5023,ru,южного Лон,Торонто,0.0,0
6549,en, 1930,1997,0.0,0
6549,it, 1930,1997,0.0,0
6549,es, de 1930,1997,0.0,0
6549,fr, 1920,1997,0.0,0
6549,ar, 1942,1997,0.0,0
6549,he, 1784,1997,0.0,0
6549,ru, 1771,1997,0.0,0
6182,en, 1972,1989,0.0,0
6182,it, anno  1972,1989,0.0,0
6182,es,,1989,0.0,0
6182,fr, 1957,1989,0.0,0
6182,ar, 1942,1989,0.0,0
6182,he, 1784,1989,0.0,0
6182,ru, 1787,1989,0.0,0
6315,en, 1920,1945,0.0,0
6315,it, 1857,1945,0.0,0
6315,es,</s>,1945,0.0,0
6315,fr, 1873,1945,0.0,0
6315,ar, 1779,1945,0.0,0
6315,he, 1784,1945,0.0,0
6315,ru, 1771,1945,0.0,0
1643,en, Los Angeles,Los Angeles,1.0,1
1643,it, New York,Los Angeles,0.0,0
1643,es,-------,Los Ángeles,0.0,0
1643,fr, New York,Los Angeles,0.0,0
1643,ar,اريزونا,لوس أنجلوس,0.0,0
1643,he, אנג'ל,לוס אנג'לס,0.0,0
1643,ru, Москва,Лос-Анджелес,0.0,0
2203,en, London,London,1.0,1
2203,it, Londres,Londra,0.0,0
2203,es,ʿĀṣā,Londres,0.0,0
2203,fr, Londres,Londres,1.0,1
2203,ar,ڤيينا,لندن,0.0,0
2203,he, אנג'ל,לונדון,0.0,0
2203,ru,южного Си,Лондон,0.0,0
2056,en, New York,London,0.0,0
2056,it, New York,Londra,0.0,0
2056,es,-------,Londres,0.0,0
2056,fr, New York,Londres,0.0,0
2056,ar,ڤيينا,لندن,0.0,0
2056,he, אנג'ל,לונדון,0.0,0
2056,ru,южного Си,Лондон,0.0,0
8232,en, 1784,1895,0.0,0
8232,it, 1784,1895,0.0,0
8232,es,ón,1895,0.0,0
8232,fr, 1784,1895,0.0,0
8232,ar, 1942,1895,0.0,0
8232,he, 1784,1895,0.0,0
8232,ru, 1771,1895,0.0,0
5186,en, New York,Barrie,0.0,0
5186,it, New York,Barrie,0.0,0
5186,es,-------,Barrie,0.0,0
5186,fr, New York,Barrie,0.0,0
5186,ar,اريزونا,باري,0.0,0
5186,he, אנג'ל,בארי,0.0,0
5186,ru,южного Си,Барри,0.0,0
4346,en, New York,Toronto,0.0,0
4346,it, New York,Toronto,0.0,0
4346,es,-------,Toronto,0.0,0
4346,fr, New York,Toronto,0.0,0
4346,ar,اريزونا,تورونتو,0.0,0
4346,he, אנג'ל,טורונטו,0.0,0
4346,ru,южного Лон,Торонто,0.0,0
3149,en, New York,London,0.0,0
3149,it, New York,Londra,0.0,0
3149,es,-------,Londres,0.0,0
3149,fr, New York,Londres,0.0,0
3149,ar,اريزونا,لندن,0.0,0
3149,he, אנג'ל,לונדון,0.0,0
3149,ru,южного Лон,Лондон,0.0,0
1057,en, New York,Los Angeles,0.0,0
1057,it, New York,Los Angeles,0.0,0
1057,es,-------,Los Ángeles,0.0,0
1057,fr, New York,Los Angeles,0.0,0
1057,ar,ڤيينا,لوس أنجلوس,0.0,0
1057,he, אנג'ל,לוס אנג'לס,0.0,0
1057,ru,южного Лон,Лос-Анджелес,0.0,0
7097,en, 1920,1993,0.0,0
7097,it, anno  1861,1993,0.0,0
7097,es, en el año  en,1993,0.0,0
7097,fr, 1920,1993,0.0,0
7097,ar, 1942,1993,0.0,0
7097,he, 1933,1993,0.0,0
7097,ru, 1771,1993,0.0,0
11567,en, Josef Hoffmann,Johann Parler,0.0,0
11567,it, Francesco Borromini,Johann Parler der Jüngere,0.0,0
11567,es,ortofratesco Norman,Johann Parler,0.0,0
11567,fr, Josef Hoffmann,Johann Parler le Jeune,0.0,0
11567,he, רבינה,יוהאן פארלר,0.0,0
12519,en, rugby league,basketball,0.0,0
12519,it, calcio,pallacanestro,0.0,0
12519,es, fútbol,baloncesto,0.0,0
12519,fr, football,basket-ball,0.0,0
12519,ar, كرة القدم,كرة السلة,0.5,0
12519,he, כדורגל,כדורסל,0.0,0
12519,ru,циклично,баскетбол,0.0,0
6487,en, 1782,1868,0.0,0
6487,it, 1778,1868,0.0,0
6487,es, de 1580,1868,0.0,0
6487,fr, 1778,1868,0.0,0
6487,ar, 1769,1868,0.0,0
6487,he, 1784,1868,0.0,0
6487,ru, 1771,1868,0.0,0
1736,en, New York,Los Angeles,0.0,0
1736,it, New York,Los Angeles,0.0,0
1736,es,-------,Los Ángeles,0.0,0
1736,fr, New York,Los Angeles,0.0,0
1736,ar,اريزونا,لوس أنجلوس,0.0,0
1736,he, אנג'ל,לוס אנג'לס,0.0,0
1736,ru,южного Лон,Лос-Анджелес,0.0,0
6095,en, 1933,1942,0.0,0
6095,it, 1927,1942,0.0,0
6095,es,</s>,1942,0.0,0
6095,fr, 1933,1942,0.0,0
6095,ar, 1942,1942,1.0,1
6095,he, 1784,1942,0.0,0
6095,ru, 1787,1942,0.0,0
